Word_Count,Number_of_Sentence,Unique_Words,Average_Word_Length,Label
90,12,35,5.965835854,0
56,14,21,5.106729666,1
56,14,21,4.665743571,1
98,13,28,3.265805686,0
32,12,50,4.605558344,0
32,15,48,4.177814589,0
56,14,17,4.782435185,1
56,14,24,5.701398258,1
37,15,21,6.740659548,0
80,12,19,3.295438362,0
57,9,39,4.337338865,0
35,8,33,5.761408104,0
19,11,32,5.156216161,0
90,4,36,5.438180753,0
94,7,38,4.573707129,0
47,11,16,5.583314561,0
23,4,30,4.767629254,0
56,14,18,3.112775545,1
66,10,7,6.022229402,0
96,4,32,5.086794805,0
56,14,16,5.238725483,1
55,11,10,4.580794898,0
31,4,13,5.662665903,0
25,8,36,6.219230803,0
31,15,9,4.8037415,0
21,10,44,6.006185616,0
83,11,36,6.384138589,0
30,4,8,5.333166778,0
91,15,8,5.121216917,0
18,10,20,4.156640079,0
56,14,24,4.046787786,1
52,8,44,6.950947529,0
28,8,22,6.194030832,0
73,12,37,4.895947788,0
74,14,19,4.074925867,0
47,12,39,3.150024024,0
68,11,17,3.219820411,0
73,13,49,6.084557781,0
26,7,31,5.140282424,0
60,4,30,6.017938418,0
56,14,21,4.067105895,1
24,13,39,4.434820597,0
70,7,30,4.625518543,0
90,6,7,5.040226295,0
68,10,32,4.095448829,0
33,7,10,4.025379158,0
76,12,29,6.79685605,0
56,14,23,3.340077684,1
56,14,24,5.893368247,1
95,8,9,6.829876947,0
23,8,46,5.474775102,0
21,5,40,6.591454456,0
56,14,24,4.033881455,1
13,10,13,3.277622305,0
87,12,40,5.859859437,0
63,7,21,5.463428162,0
42,12,36,6.387224218,0
49,10,25,4.269466536,0
31,9,30,6.074636353,0
56,14,23,6.044381122,1
39,13,8,6.290870089,0
24,5,18,3.738969578,0
56,14,15,5.4652103,1
65,4,38,6.184833787,0
24,11,7,4.802946552,0
100,5,17,3.460095543,0
19,14,21,4.728050917,0
93,11,8,4.451511245,0
52,6,5,3.269255227,0
23,6,40,3.35068401,0
44,10,10,3.557000036,0
39,12,33,4.875642254,0
56,14,18,6.041473266,1
56,14,19,5.25308236,1
45,4,10,4.696264545,0
14,9,9,4.75943894,0
56,12,41,4.193759912,0
70,11,39,4.128437896,0
46,6,29,3.538342322,0
56,14,21,3.708913834,1
61,4,32,4.86226304,0
19,6,43,6.805314984,0
42,9,25,6.04102314,0
75,15,9,6.446740835,0
22,5,44,5.08609433,0
17,15,20,5.568308258,0
49,11,13,4.73212324,0
17,11,27,6.114708843,0
41,7,22,5.650539123,0
56,14,18,3.381467545,1
67,5,19,6.350084552,0
72,5,27,5.298385455,0
92,4,8,5.548248463,0
74,10,27,5.228576078,0
12,5,20,4.121924336,0
76,8,15,4.990285954,1
11,7,37,5.686428962,0
22,10,11,6.309639525,0
86,13,17,6.674496522,0
67,12,9,4.089025508,0
28,7,16,6.126694741,1
37,13,14,4.195360151,0
46,11,38,4.520960622,0
14,8,50,6.31713686,0
54,10,30,5.486257695,0
66,4,26,3.89676447,0
44,13,34,4.576408126,0
64,5,6,3.106420629,0
19,9,23,3.116426331,1
56,7,20,3.353431514,1
72,4,9,5.594838107,0
55,7,39,4.075342096,0
56,9,24,6.864671022,1
88,9,37,6.266097642,0
21,15,49,3.996779115,0
34,7,22,4.025500022,0
90,4,9,4.121948847,0
59,14,14,4.804563041,0
64,13,31,5.406046625,0
29,14,18,5.934639947,0
77,15,36,4.054578502,0
56,9,24,6.117608772,1
56,7,25,4.839550318,1
89,7,36,6.24748858,0
24,14,30,5.833512555,0
56,4,22,6.539034892,1
74,7,23,3.241775622,0
56,8,15,5.886246414,1
49,11,23,5.019358274,0
90,11,25,6.21337037,0
69,15,19,3.923135313,0
56,6,20,5.591088559,1
41,6,47,4.367465048,0
85,4,21,3.010847803,0
85,12,27,6.026731292,0
62,11,30,5.048930333,0
55,8,15,5.215458069,1
75,7,15,3.453030629,0
38,13,40,4.148594938,0
12,5,44,3.929341726,0
97,13,5,3.864142811,0
66,11,13,4.682720245,0
56,7,23,6.359396667,1
25,6,6,3.144694965,0
93,5,10,3.643078231,0
49,5,39,4.611947095,0
58,8,18,5.474585473,0
56,4,16,5.02475161,1
51,10,16,5.147728426,0
56,7,16,4.789020839,1
10,12,50,6.501532994,0
56,4,20,3.616983153,1
21,6,27,3.03936089,0
29,15,28,3.213930754,0
96,7,45,5.074154302,0
49,4,17,3.602709684,0
74,7,44,5.34661665,0
38,7,37,4.271079629,0
98,7,20,4.55930391,0
26,10,14,5.128047703,0
87,10,16,5.465455645,0
38,9,10,6.93429462,0
24,8,21,4.076512473,0
71,11,34,5.188620174,0
40,4,34,6.61696803,0
94,13,14,6.37285407,0
20,14,43,5.014897158,0
42,12,6,5.661834191,0
60,4,29,4.888687902,0
56,4,25,5.561086554,1
61,14,50,3.185575267,0
90,7,47,3.380325456,0
92,6,27,3.190126372,0
42,4,11,4.017860436,0
73,4,22,4.445286338,0
91,7,8,4.320850436,0
32,8,5,3.630891108,0
69,14,39,6.741003515,0
93,12,5,4.884545821,0
47,8,23,3.000384633,1
86,10,48,5.982490784,0
37,10,11,6.503088455,0
100,11,37,3.501043191,0
77,5,11,4.7917708,0
57,8,19,4.018458445,1
57,5,22,4.865442859,1
57,4,22,5.176171285,1
63,9,15,4.746400711,1
45,11,41,4.883078966,0
58,7,19,5.317627521,1
23,11,49,5.597984567,0
58,7,16,3.613527008,1
42,4,49,5.99643956,0
58,5,23,4.850221465,1
41,5,19,3.907661955,1
58,12,26,4.129636653,0
54,4,37,5.950743784,0
92,5,25,3.398464724,0
85,7,50,3.130211968,0
90,14,25,5.187824592,0
83,15,50,3.655368109,0
58,6,21,5.052789884,1
61,9,10,4.342270415,0
58,8,21,4.58227242,1
47,4,30,5.516313442,0
60,13,10,4.698311449,0
95,11,38,3.183521369,0
84,6,15,4.380642096,0
47,14,15,3.300577084,0
34,15,46,4.035845076,0
27,9,28,4.117028847,0
58,9,16,5.337260996,1
54,4,22,6.564613724,0
55,7,29,6.557985961,0
22,7,41,6.704631672,0
58,4,24,4.899741665,1
55,6,24,3.321765059,1
36,9,24,4.410375212,1
56,6,17,4.432116489,0
74,8,21,6.371954572,1
31,7,24,4.205347443,0
79,7,33,4.804930294,0
14,15,24,4.639490974,0
67,9,50,4.184985097,0
42,8,38,4.769983093,0
46,8,21,4.021847592,0
64,14,16,6.284071958,0
83,13,24,6.080056228,0
33,14,34,4.962825921,0
87,9,32,5.186991718,0
42,9,20,4.370560891,0
60,14,15,3.614584511,0
59,9,36,6.40722441,0
72,14,25,3.915601419,0
71,10,49,3.393064563,0
81,12,6,4.859848581,0
38,13,40,3.154147056,0
59,9,19,6.415278502,1
77,4,44,3.763578639,0
53,5,43,6.054612391,0
57,7,38,3.212563643,0
82,10,35,6.263585625,0
59,6,18,3.27389923,1
11,12,38,3.681262516,0
55,11,48,6.551605669,0
59,6,17,3.507372007,1
28,11,42,3.732936355,0
33,10,43,6.582346526,0
40,12,20,4.424265694,0
52,15,13,5.202726399,0
38,4,7,5.864140678,0
18,7,24,6.933324612,1
88,8,48,3.756400176,0
21,12,31,4.198738316,0
60,7,21,3.521880195,1
10,9,47,3.034965046,0
79,5,24,5.332456611,1
50,11,10,4.641701186,0
91,15,33,5.4565854,0
66,6,32,4.027234805,0
89,15,9,3.765498428,0
36,12,7,6.120226251,0
63,11,8,5.546136401,0
13,9,31,3.980142654,0
99,5,37,3.053406379,0
60,8,25,6.441862141,1
60,7,15,5.941486653,1
21,12,7,4.880797456,0
53,9,47,3.950856964,0
23,14,37,6.580994647,0
60,7,19,4.181368829,1
37,11,28,4.280972888,0
41,8,14,6.749183485,0
82,9,29,6.048125777,0
17,15,21,3.503663323,0
53,9,45,6.699792266,0
90,4,26,5.420111427,0
44,5,17,6.321225143,0
60,5,17,5.956325171,1
14,11,45,4.726673023,0
60,4,15,4.36746846,1
52,4,36,5.580095791,0
60,8,25,4.59109234,1
13,10,34,6.387383625,0
80,11,27,6.250732953,0
93,5,41,4.902392091,0
60,4,22,3.764948825,1
97,13,44,4.473236407,0
79,7,16,5.653409868,1
21,15,21,4.090862667,0
66,7,20,6.784332212,0
70,8,43,5.069831642,0
17,7,39,4.984149753,0
78,4,14,6.910701318,0
50,4,10,6.225830272,0
99,8,43,3.422351367,0
84,7,27,5.44540649,0
23,5,32,6.817879642,0
40,14,26,6.326369329,0
67,11,41,6.898331627,0
20,13,23,6.718071137,0
12,11,11,3.239148193,0
54,14,9,6.553674217,0
25,13,48,3.848613691,0
40,15,23,4.011029515,0
87,11,39,6.509484548,0
93,13,39,4.456916829,0
84,12,8,6.752573473,0
24,10,15,6.632496387,0
49,13,27,6.135167711,0
84,10,38,6.560335514,0
78,12,15,6.78380082,0
64,10,35,4.859578938,0
77,14,19,5.017929157,0
15,15,13,4.698630701,0
36,13,11,4.842271093,0
56,9,7,6.233945239,0
85,15,13,3.727500701,0
70,7,33,6.08019987,0
49,14,40,3.645288048,0
19,5,25,4.219787457,0
82,5,8,4.296589696,0
37,14,10,6.227826996,0
26,4,33,5.567361994,0
54,9,13,4.579903701,0
60,8,20,6.005144097,1
28,7,21,3.656622293,0
83,6,36,6.852339886,0
60,12,12,3.846297057,0
62,14,37,4.49443181,0
60,4,19,5.121709608,1
63,13,26,6.350520647,0
58,6,43,5.98790026,0
58,14,17,3.867528622,0
61,4,17,3.173551174,1
70,4,43,4.047201295,0
54,12,47,6.996282729,0
32,5,41,4.982990648,0
90,6,36,4.58586807,0
23,15,36,5.559429173,0
93,6,42,4.12287947,0
16,5,28,3.028130576,0
91,4,39,6.728461064,0
75,15,12,3.753571122,0
67,11,17,5.768436689,0
61,6,25,4.234550908,1
61,7,25,4.616206337,1
70,8,36,3.299130608,0
61,8,15,3.869980796,1
33,10,8,3.184222738,0
29,4,9,3.649075568,0
61,5,19,3.464675947,1
90,11,46,4.888004881,0
22,10,10,5.817305893,0
61,7,21,6.696664185,1
56,12,41,6.219592813,0
29,9,8,5.332139025,0
82,8,12,6.118306993,0
24,13,10,5.237948045,0
42,10,14,5.425157873,0
93,15,28,4.546787628,0
61,7,22,4.518629963,1
44,5,18,3.802945343,0
61,6,22,6.205264403,1
17,9,23,5.975527998,0
87,6,49,3.864235371,0
99,9,5,5.904001821,0
59,7,16,4.162964552,0
80,9,32,4.664734488,0
37,14,33,4.75903772,0
53,12,7,4.421379409,0
68,15,15,3.569066826,0
38,14,5,4.038249427,0
16,5,40,4.729090405,0
61,5,23,5.615453867,1
65,9,19,3.333793997,0
19,11,35,4.807878827,0
63,13,37,5.54494688,0
61,6,18,6.717986102,1
61,4,16,6.591900155,1
56,14,26,6.840450921,0
74,12,42,5.978768543,0
18,14,31,4.43862078,0
40,8,20,5.631979647,0
61,4,16,3.25218902,1
34,5,44,4.29816405,0
26,6,23,6.524513467,0
36,12,38,6.189788862,0
61,4,15,4.112744581,1
17,14,6,3.748491844,0
44,6,18,5.417978268,0
62,8,24,3.620723306,1
90,14,33,5.051588116,0
67,13,41,5.660879888,0
29,5,21,4.859794434,0
61,10,24,4.72116142,0
62,9,22,6.328147965,1
55,13,50,3.393335822,0
93,7,17,4.302030597,0
37,6,5,4.69741164,0
37,13,7,5.958613598,0
55,15,21,6.179328753,0
13,7,16,3.277102416,1
86,13,39,4.749436792,0
58,15,45,3.010540424,0
62,7,17,3.430901781,1
43,15,37,6.936819265,0
36,4,49,4.985610591,0
38,14,17,5.096250804,0
75,11,49,3.618727801,0
62,7,25,4.731521007,1
62,7,25,3.51726075,1
42,7,40,6.662534276,0
69,7,9,6.672820218,0
72,15,11,5.6496562,0
36,10,22,6.345752721,0
32,6,12,6.411906374,0
62,5,17,3.203552671,1
27,10,25,4.377861908,0
56,12,18,3.530844917,0
62,6,22,4.194934163,1
67,15,44,4.946789722,0
41,9,11,3.617542064,0
60,14,17,6.158527055,0
62,4,21,3.259501592,1
60,10,31,4.142439154,0
83,11,25,5.561821256,0
13,7,34,3.600346653,0
50,15,14,4.691171538,0
81,6,9,4.558789611,0
41,12,43,6.595056764,0
14,4,50,4.065401994,0
22,5,19,5.514786059,0
37,14,16,5.865227152,0
27,14,17,4.002498186,0
70,6,46,4.011251147,0
64,4,47,5.800147656,0
30,9,16,3.059290672,0
88,12,46,3.33761161,0
93,9,28,6.048541581,0
62,5,16,6.972551135,1
48,9,30,6.969658413,0
98,5,39,3.663458964,0
27,13,29,5.80810663,0
36,5,23,4.28931836,0
59,14,39,3.830855642,0
62,5,20,4.751200101,1
42,10,34,6.10879287,0
65,10,24,3.199122299,0
16,14,10,4.95247862,0
80,9,7,3.29980191,0
92,14,50,3.599816669,0
62,5,23,4.612113167,1
87,15,33,4.52858625,0
45,13,30,6.851595253,0
62,7,40,6.937899255,0
79,12,31,3.683408907,0
62,4,16,6.184068456,1
62,4,25,6.025306891,1
82,13,20,6.158473923,0
71,6,33,3.808184554,0
56,14,48,3.3951967,0
81,4,30,3.070539035,0
16,5,25,4.738064709,1
69,8,32,6.759590566,0
22,10,19,3.29519114,0
53,4,26,5.825125815,0
45,6,6,4.71654575,0
64,13,30,4.836594579,0
63,5,25,6.297804725,1
90,7,12,5.376575446,0
63,6,23,6.361148128,1
68,7,33,4.891789646,0
49,12,44,5.058657247,0
63,5,21,5.020231541,1
22,6,50,3.336142053,0
86,10,14,3.622953603,0
75,4,24,4.508278736,0
72,7,11,4.870805455,0
30,9,49,6.478832346,0
87,8,40,4.142257455,0
18,9,40,5.785303224,0
63,7,21,4.510000397,1
76,14,12,3.565950915,0
25,11,18,3.479416907,0
100,15,12,6.923972515,0
74,5,12,3.636432924,0
63,9,18,6.903640071,1
63,4,19,6.582968484,1
34,15,36,5.326451662,0
11,5,8,3.405640768,0
50,6,19,4.474964525,0
23,5,22,5.616170906,0
36,12,36,4.731623494,0
63,8,18,3.163502051,1
87,7,32,3.572179508,0
63,6,18,6.076690887,1
62,8,18,3.784363652,0
63,9,16,4.70050743,1
63,5,24,6.774879264,1
91,15,12,4.198472776,0
13,7,40,4.510365829,0
88,12,18,4.850579918,0
36,6,25,5.046113586,1
70,15,46,3.816628538,0
48,4,31,4.315019432,0
87,15,16,3.139102185,0
69,7,46,6.901837028,0
14,14,46,4.299904445,0
21,6,41,6.934147885,0
83,12,22,3.198440449,0
20,8,36,5.756072931,0
25,9,14,4.727608413,0
26,5,10,6.963541448,0
90,6,20,4.060799872,0
65,12,33,4.337047748,0
70,11,44,6.304428611,0
65,7,47,5.906187468,0
51,9,22,6.588827875,1
19,8,8,5.420975936,0
59,5,31,4.082797127,0
19,5,11,3.472594731,0
42,11,36,3.147978365,0
89,13,7,3.226793091,0
22,4,32,3.598823473,0
54,7,23,4.073946996,1
87,4,8,5.15113645,0
76,6,21,5.51141197,1
63,4,18,6.818452239,1
35,4,31,4.469007037,0
79,10,42,6.405846016,0
41,5,11,4.480500564,0
27,10,36,3.799332884,0
46,4,30,6.656201996,0
63,4,20,4.648431638,1
84,11,15,4.005278028,0
74,5,45,5.747387708,0
55,4,37,3.094378196,0
44,8,10,4.220007308,0
34,11,19,4.053787404,0
64,7,25,6.595028841,1
64,7,18,6.544268681,1
96,5,15,4.0152124,1
95,8,19,5.103302454,0
41,5,7,5.584181537,0
36,13,40,6.366962767,0
30,13,38,4.013241534,0
64,4,15,3.47889821,1
10,8,24,5.881537769,0
87,8,26,3.098551922,0
64,8,23,4.461747968,1
65,10,33,5.660174731,0
70,6,24,5.755562777,0
54,11,9,3.168098201,0
64,9,21,4.569027632,1
64,8,15,4.396656969,1
11,13,28,4.180122352,0
64,5,24,5.562583521,1
65,9,29,4.313413078,0
30,13,12,3.453317188,0
64,8,20,4.311148276,1
64,4,18,5.814160887,1
91,15,14,4.935146945,0
75,13,7,6.243817137,0
56,14,42,3.884847535,0
35,12,26,3.062899468,0
46,14,15,4.169819642,0
86,8,28,6.971641082,0
64,4,17,5.645975869,1
33,6,34,6.669632622,0
94,6,8,4.120576934,0
81,11,7,5.462835223,0
71,14,13,3.932289165,0
65,4,21,6.901314272,1
43,10,37,4.190871752,0
77,13,6,3.101044495,0
53,5,39,4.259139673,0
76,6,46,4.34295473,0
98,8,47,4.69156869,0
65,4,17,5.666924744,1
83,9,21,6.755278162,0
85,13,42,3.405397865,0
40,7,31,3.558269336,0
51,5,5,5.378323834,0
65,5,24,5.355075989,1
65,6,17,6.641365018,1
96,12,20,3.401071019,0
65,8,19,6.811973502,1
25,10,36,6.808518378,0
65,9,24,5.484093701,1
29,12,42,6.129793748,0
65,6,19,4.267361714,1
59,6,18,3.081806242,0
65,9,16,3.610405159,1
78,11,35,4.191947735,0
65,5,15,6.535902263,1
90,8,33,5.623865859,0
90,9,14,6.786206125,0
48,4,7,5.81600793,0
48,8,13,6.011339633,0
86,12,36,5.576678377,0
15,9,24,6.346439395,1
26,4,21,6.856014886,1
84,9,29,4.278346694,0
100,12,18,6.908840357,0
66,8,22,3.408049947,1
23,8,41,3.122818681,0
45,8,17,3.144151653,0
40,4,6,5.443777276,0
43,7,12,3.345120676,0
16,13,40,4.224223921,0
100,12,19,5.712585143,0
90,4,25,3.868870484,0
66,8,25,6.136490613,1
93,11,13,6.087934258,0
82,7,25,3.42572306,0
47,5,37,6.392474297,0
66,8,16,4.77341585,1
95,8,29,4.005429355,0
66,7,24,5.363297485,1
26,13,31,4.251301813,0
47,11,17,3.573798673,0
65,6,10,3.331951661,0
72,5,12,5.60802774,0
21,8,23,3.886276459,0
85,14,15,6.164322768,0
55,11,23,3.427828612,0
66,9,25,6.497896128,1
66,5,25,6.389070708,1
79,4,50,4.976336744,0
30,13,29,5.455628996,0
22,15,28,5.339108145,0
13,5,33,5.911947088,0
23,4,34,3.937248055,0
79,14,46,3.425919158,0
95,8,34,3.997106965,0
70,15,8,6.487233427,0
64,13,30,3.918705461,0
76,8,38,3.675465095,0
58,6,25,6.446412483,0
71,9,45,5.727518214,0
66,7,19,6.584541575,1
66,7,24,6.217694044,1
66,7,17,6.039798522,1
38,7,22,3.80119238,1
86,12,34,4.846068823,0
54,7,23,3.254039295,1
53,7,13,4.026874175,0
49,6,9,5.071048313,0
10,4,16,5.12685029,0
21,6,42,6.713497239,0
82,10,35,6.269139658,0
67,5,18,4.170728564,1
83,14,25,6.533806424,0
55,6,50,5.622874784,0
32,9,8,4.950264399,0
72,6,24,5.281825231,1
26,9,30,6.638917187,0
15,10,20,6.522148064,0
53,7,17,6.724731376,0
48,14,24,6.260770844,0
71,4,14,5.843753405,0
67,9,15,6.322135841,0
33,6,15,5.967386817,0
12,4,18,5.529925543,0
86,6,14,6.553638883,0
18,10,48,4.3451485,0
48,11,39,4.575441026,0
75,9,30,5.242662227,0
67,4,21,5.64110922,1
51,14,36,5.657515302,0
55,9,23,3.014326541,0
92,6,13,6.182325898,0
95,4,34,4.425421505,0
85,8,28,4.704363642,0
54,4,28,3.903502566,0
67,7,15,5.272840594,1
64,7,15,6.323667703,0
99,14,20,6.944865137,0
57,7,41,5.287698575,0
47,8,18,6.024267573,1
19,6,49,3.96394879,0
28,12,30,4.442280803,0
59,8,18,6.360014353,0
82,11,28,6.024864215,0
34,14,7,6.99429482,0
67,4,21,3.790008518,1
81,8,37,4.218053845,0
12,15,13,5.806476545,0
71,8,11,6.044772757,0
67,7,17,4.767088498,1
83,15,48,6.137389651,0
75,14,37,6.513925708,0
87,8,15,6.089475909,0
47,13,47,5.003168221,0
70,4,12,5.289545668,0
63,9,14,4.467474774,0
27,6,50,4.37930518,0
91,12,26,5.608836647,0
16,13,17,6.499313483,0
42,11,30,5.177627773,0
33,7,18,5.671467215,0
65,14,23,3.994446559,0
28,8,16,3.636702873,0
74,4,27,5.114521709,0
77,10,36,3.620916406,0
72,11,16,5.963054993,0
49,14,41,6.500145096,0
67,7,15,6.692932847,1
46,10,11,5.405563291,0
15,14,41,3.906256208,0
20,6,10,5.856104624,0
67,7,38,6.071929658,0
56,5,38,3.636121019,0
34,4,21,6.627979095,0
67,9,22,6.244476306,1
72,9,15,6.02028015,1
34,12,42,4.027567616,0
78,7,27,6.801572592,0
21,7,21,6.083407908,0
46,4,47,6.807328974,0
93,14,38,4.002724812,0
73,5,8,4.118235679,0
16,14,38,3.260394747,0
68,11,35,6.68829418,0
11,4,33,6.490096705,0
68,7,20,3.6678296,1
68,7,17,6.259107723,1
17,8,13,3.530713421,0
63,8,41,5.564191323,0
82,5,38,6.640086115,0
42,10,14,6.22156148,0
68,5,24,6.378098032,1
62,11,48,3.194869222,0
68,8,19,3.361170779,1
52,12,17,5.868917302,0
69,9,28,4.98498902,0
99,15,7,5.159029131,0
26,5,23,3.715939695,0
51,15,45,5.801639901,0
45,11,37,5.83652053,0
37,12,16,5.547317279,0
65,10,23,6.645819918,0
86,6,24,3.141213861,0
22,8,44,3.517282985,0
68,6,17,6.248734486,1
92,14,15,4.989723187,0
68,9,17,4.21418035,1
68,6,19,3.116256541,1
68,6,18,5.314654797,1
99,9,14,5.232870449,0
58,12,24,3.074101612,0
76,10,22,4.668952086,0
96,13,11,3.617764721,0
44,7,33,5.273218976,0
96,9,43,4.137587306,0
94,12,21,5.757551887,0
43,9,29,6.907431523,0
34,4,17,3.341230894,0
68,5,19,4.562791573,1
16,4,40,6.495495201,0
74,7,7,4.729138464,0
81,8,19,3.659828344,0
18,15,16,5.277341473,0
91,4,20,5.137426271,0
73,4,19,4.394993164,0
80,8,24,4.04454491,1
91,5,5,4.022810471,0
54,7,41,6.049703474,0
90,13,47,3.314549452,0
85,9,16,5.21050892,1
68,14,26,4.759950101,0
42,5,13,4.518204279,0
98,14,7,4.894285834,0
81,6,13,4.851212576,0
30,14,27,5.199962916,0
12,4,14,3.754252621,0
37,4,13,5.092807896,0
26,5,6,4.481738967,0
10,5,6,5.496874052,0
55,9,30,5.244749884,0
69,5,18,3.04047388,1
27,12,46,6.470089464,0
20,4,17,4.028768323,0
69,6,20,6.694227304,1
87,15,42,4.228034244,0
69,9,25,4.222159304,1
41,13,5,5.232037591,0
36,11,43,5.042684606,0
69,8,20,6.373887636,1
73,8,50,6.065821588,0
81,14,37,4.752534784,0
69,4,22,3.329713875,1
11,12,27,6.795237743,0
76,13,10,4.975019089,0
54,13,17,4.237218783,0
60,11,30,5.258217822,0
65,15,26,3.064404798,0
69,4,24,3.660399533,1
22,12,40,4.389969086,0
49,4,36,4.313573861,0
100,15,7,4.484982147,0
69,7,21,3.604573502,1
69,8,19,6.549031647,1
96,5,24,5.386042806,0
68,4,18,4.797449944,0
85,9,23,5.963491681,1
74,6,7,4.032457567,0
76,13,28,4.858034501,0
58,15,48,5.009111946,0
83,7,17,4.007500297,0
67,4,36,6.82879365,0
83,14,30,3.25207475,0
20,10,32,4.220563518,0
92,11,30,4.490849256,0
43,11,35,4.151372666,0
31,15,27,3.82507005,0
38,15,11,5.843975441,0
85,9,41,3.98781795,0
55,8,47,4.336390065,0
67,5,34,4.187381062,0
53,14,20,4.711323769,0
84,7,24,4.24113573,0
82,15,50,4.806365947,0
53,6,24,6.792561067,0
69,8,24,5.994466035,1
16,8,19,5.106007135,0
62,8,27,6.660173593,0
16,4,35,4.555580072,0
10,14,43,4.217677966,0
96,4,50,5.416826801,0
50,14,43,6.381242801,0
17,11,32,4.880667043,0
69,8,20,6.796549723,1
98,10,28,6.603857317,0
28,12,36,6.551463299,0
75,4,49,3.54538748,0
66,8,49,6.40287659,0
90,9,25,3.277031324,1
27,13,44,6.339090269,0
19,5,38,6.74716701,0
93,5,29,5.115404369,0
70,15,17,4.763177052,0
70,6,22,6.38134392,1
19,4,47,4.286803862,0
49,4,30,4.068938585,0
63,6,31,6.6191489,0
53,15,7,5.739373064,0
70,8,16,5.616013692,1
70,9,21,4.603116473,1
70,4,18,6.651728185,1
11,5,25,6.032320783,0
58,5,30,6.678494339,0
69,4,5,4.341436181,0
70,6,19,3.508448343,1
32,9,11,4.477920603,0
65,11,13,4.965182386,0
86,14,22,5.222991941,0
49,7,46,5.479649273,0
76,5,13,6.264052143,0
22,8,13,3.706900857,0
61,14,38,6.50010546,0
83,9,45,4.328612848,0
35,12,8,4.455736659,0
70,6,22,3.65119218,1
75,5,39,3.591995034,0
55,14,26,4.123017605,0
57,5,5,4.99131238,0
56,14,23,6.688344868,0
49,11,33,3.610836471,0
99,4,9,6.230077816,0
15,6,19,5.208945047,0
18,4,48,4.978510414,0
11,11,21,6.887834179,0
12,9,48,6.420508255,0
70,8,23,3.708403086,1
91,15,39,4.657406483,0
82,12,41,5.920977983,0
71,7,24,4.751024918,1
80,5,20,5.874156861,0
71,4,24,4.937486262,1
76,10,26,3.490783537,0
71,8,18,6.398767618,1
71,6,16,4.150186165,1
40,11,17,4.870993618,0
50,6,48,4.742742138,0
57,14,35,6.991749561,0
30,15,39,6.561995215,0
61,12,20,5.706589283,0
27,12,41,5.303403507,0
71,5,21,6.288355859,1
89,6,14,6.984510932,0
16,8,6,5.261174919,0
95,8,44,4.558863965,0
71,8,15,3.627245346,1
76,10,35,3.197189874,0
64,7,19,6.459001465,0
71,6,24,6.695608683,1
95,5,15,4.600629062,0
37,8,33,4.356629723,0
39,7,30,6.454215349,0
26,15,15,4.112585439,0
84,15,43,4.609361286,0
66,4,8,4.777929425,0
71,5,27,6.300870131,0
12,6,19,6.449767449,0
51,8,46,6.580998896,0
46,13,33,5.986389286,0
41,5,8,3.544152896,0
15,5,35,4.126377834,0
71,6,25,3.15694156,1
39,10,26,4.90176732,0
20,14,39,6.703943529,0
32,14,15,6.322309614,0
75,9,12,6.441217113,0
56,12,46,4.576872696,0
43,10,37,5.809231196,0
71,5,24,5.7816867,1
99,13,42,6.137299386,0
48,8,12,4.869995084,0
55,10,48,5.004143536,0
10,14,29,3.052299174,0
77,12,48,5.087768451,0
10,6,30,3.241969682,0
47,11,49,3.22302522,0
57,8,19,5.150990854,1
14,4,6,6.166882921,0
34,5,19,6.808013682,1
17,13,45,4.759441445,0
32,14,49,3.431799938,0
99,8,22,6.807693837,0
24,13,17,6.033913203,0
48,4,45,6.6684771,0
46,12,5,3.303205187,0
55,13,30,5.28631903,0
90,8,25,4.804862228,0
94,14,6,4.701124427,0
46,15,47,4.93545607,0
72,8,17,5.935783029,1
77,15,13,4.338938289,0
71,6,38,4.435607009,0
41,14,7,5.750820425,0
47,14,32,3.549957504,0
35,9,29,6.002044836,0
12,7,18,5.640264055,0
22,6,32,5.951128069,0
24,9,39,3.793229787,0
17,9,47,4.467720458,0
50,9,5,5.545134656,0
88,13,7,6.946372196,0
31,5,18,6.950000556,0
72,9,20,4.864787325,1
94,15,17,3.081054585,0
59,11,9,6.32112031,0
61,13,33,6.602518327,0
27,6,13,6.512567172,0
72,5,17,4.565060589,1
60,6,18,4.473247858,0
53,5,6,5.971666059,0
29,10,9,4.695838949,0
60,4,10,4.751525585,0
15,5,11,5.00694349,0
55,5,47,4.028189065,0
72,8,19,4.683673952,1
68,15,36,5.393492445,0
54,5,17,6.125367591,0
19,8,28,3.641469089,0
11,9,18,5.709031401,0
29,8,13,5.055015458,0
26,9,46,6.806277036,0
30,14,15,6.542536885,0
61,7,47,3.962131548,0
12,8,35,4.979196645,0
70,14,28,6.93024776,0
72,7,19,6.565763646,1
89,8,44,3.789176968,0
74,13,17,6.125512213,0
30,13,35,5.38845175,0
10,14,48,3.818020342,0
93,5,20,5.462069891,0
40,15,25,4.202176873,0
44,14,40,4.624600218,0
95,8,42,6.97266981,0
77,14,5,5.646381481,0
72,7,19,6.032472796,1
73,8,7,4.275433557,0
97,13,46,6.634359817,0
45,7,21,3.372437949,0
72,9,23,6.666527861,1
72,5,23,4.464054741,1
43,11,31,5.166120429,0
72,6,22,4.032202421,1
60,5,17,6.473734085,0
72,6,16,6.00224259,1
55,14,15,5.239759525,0
83,4,22,4.438727616,0
45,7,18,4.684514924,0
